date,amount,direction,counterparty,inn,purpose,category,activity
2026-06-04,4312.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-04,5355.32,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-04,5003.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-04,3555.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-05,4504.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-05,90000.00,out,Арендодатель ООО «Пассаж»,7701234567,Аренда торговой точки,аренда,операционная
2026-06-05,5502.81,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-05,5508.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-05,4355.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-06,2092.96,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-06,5050.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-06,3164.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-06,2435.00,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-07,5309.36,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-07,4647.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-07,4974.43,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-07,3932.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-08,5955.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-08,5112.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-08,5338.20,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-08,3226.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-09,2035.87,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-09,1690.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-09,2271.60,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-09,2217.55,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-10,63610.60,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-06-10,5461.09,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-10,4368.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-10,2529.43,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-10,2226.78,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-11,5463.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-11,6280.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-11,1843.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-11,4495.25,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-12,3403.79,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-12,3155.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-12,2205.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-12,2076.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-13,4049.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-13,2112.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-13,2756.34,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-13,1959.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-14,5384.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-14,4314.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-14,4366.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-14,2431.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-15,2376.29,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-15,12000.00,out,Банк «Кредитный»,7709998887,"Платёж по кредиту, договор №445",кредит,финансовая
2026-06-15,4494.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-15,4731.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-15,5800.47,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-16,2733.13,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-16,5865.38,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-16,3527.93,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-16,3713.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-17,5900.03,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-17,5489.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-17,3942.47,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-17,5096.63,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-18,3414.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-18,5571.82,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-18,1878.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-18,4266.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-19,2622.20,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-19,3359.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-19,2967.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-19,3894.75,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-20,2825.38,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-20,5127.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-20,67358.00,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-06-20,4020.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-20,5841.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-21,5684.80,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-21,3604.35,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-21,2715.51,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-21,4262.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-22,3386.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-22,1884.88,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-22,5912.43,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-22,1779.27,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-23,5987.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-23,6278.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-23,5208.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-23,4850.63,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-24,2749.00,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-24,4426.33,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-24,3380.34,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-24,5566.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-06-25,5762.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-25,5724.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-25,2095.56,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-25,4371.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-26,2873.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-26,6291.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-26,3478.73,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-26,3260.79,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-27,5916.20,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-27,3161.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-27,3326.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-27,3139.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-28,6132.64,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-28,6159.36,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-28,4495.80,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-28,3486.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-29,5230.36,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-29,3968.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-29,3282.57,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-29,5512.56,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-30,3227.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-30,4540.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-30,4550.13,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-30,3948.34,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
